Datum von;Datum bis;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
27.02.2024 14:00;27.02.2024 15:00;63.768,25;47.457,00
27.02.2024 15:00;27.02.2024 16:00;62.161,25;49.810,50
27.02.2024 16:00;27.02.2024 17:00;61.697,75;54.145,00
27.02.2024 17:00;27.02.2024 18:00;63.902,75;59.776,00
27.02.2024 18:00;27.02.2024 19:00;65.400,00;61.715,75
27.02.2024 19:00;27.02.2024 20:00;65.097,75;61.035,25
27.02.2024 20:00;27.02.2024 21:00;61.764,50;57.306,75
27.02.2024 21:00;27.02.2024 22:00;58.415,25;53.553,50
27.02.2024 22:00;27.02.2024 23:00;55.291,00;49.901,50
27.02.2024 23:00;28.02.2024 00:00;51.477,00;45.605,00
28.02.2024 00:00;28.02.2024 01:00;47.450,50;42.434,50
28.02.2024 01:00;28.02.2024 02:00;46.113,50;40.831,75
28.02.2024 02:00;28.02.2024 03:00;45.835,75;40.293,00
28.02.2024 03:00;28.02.2024 04:00;46.704,50;40.976,25
28.02.2024 04:00;28.02.2024 05:00;47.989,25;42.354,75
28.02.2024 05:00;28.02.2024 06:00;51.345,75;46.084,75
28.02.2024 06:00;28.02.2024 07:00;58.006,25;53.187,50
28.02.2024 07:00;28.02.2024 08:00;63.194,25;58.216,50
28.02.2024 08:00;28.02.2024 09:00;66.006,00;58.161,25
28.02.2024 09:00;28.02.2024 10:00;66.929,25;54.245,00
28.02.2024 10:00;28.02.2024 11:00;67.473,00;49.733,75
28.02.2024 11:00;28.02.2024 12:00;67.184,00;45.192,00
28.02.2024 12:00;28.02.2024 13:00;66.544,25;42.016,50
28.02.2024 13:00;28.02.2024 14:00;65.609,00;40.723,50
28.02.2024 14:00;28.02.2024 15:00;63.746,25;41.178,75
28.02.2024 15:00;28.02.2024 16:00;62.364,00;45.145,25
28.02.2024 16:00;28.02.2024 17:00;61.886,50;51.413,50
28.02.2024 17:00;28.02.2024 18:00;64.022,50;57.801,25
28.02.2024 18:00;28.02.2024 19:00;65.378,25;58.725,75
28.02.2024 19:00;28.02.2024 20:00;65.045,00;56.037,25
28.02.2024 20:00;28.02.2024 21:00;61.806,50;50.000,50
28.02.2024 21:00;28.02.2024 22:00;58.496,75;44.061,75
28.02.2024 22:00;28.02.2024 23:00;55.309,00;38.958,75
28.02.2024 23:00;29.02.2024 00:00;51.205,75;33.454,75
29.02.2024 00:00;29.02.2024 01:00;47.994,25;30.477,75
29.02.2024 01:00;29.02.2024 02:00;46.675,25;27.984,25
29.02.2024 02:00;29.02.2024 03:00;46.143,50;26.219,25
29.02.2024 03:00;29.02.2024 04:00;46.462,50;25.307,75
29.02.2024 04:00;29.02.2024 05:00;47.793,25;25.469,25
29.02.2024 05:00;29.02.2024 06:00;50.664,00;27.080,00
29.02.2024 06:00;29.02.2024 07:00;56.999,25;31.977,75
29.02.2024 07:00;29.02.2024 08:00;62.657,50;35.869,75
29.02.2024 08:00;29.02.2024 09:00;65.447,00;33.217,00
29.02.2024 09:00;29.02.2024 10:00;66.473,00;27.869,00
29.02.2024 10:00;29.02.2024 11:00;67.160,50;24.305,00
29.02.2024 11:00;29.02.2024 12:00;67.707,00;22.366,25
29.02.2024 12:00;29.02.2024 13:00;67.714,50;22.024,00
29.02.2024 13:00;29.02.2024 14:00;66.709,25;23.232,25
29.02.2024 14:00;29.02.2024 15:00;65.259,75;26.147,50
29.02.2024 15:00;29.02.2024 16:00;64.211,50;32.072,25
29.02.2024 16:00;29.02.2024 17:00;63.711,75;39.700,00
29.02.2024 17:00;29.02.2024 18:00;64.710,25;45.170,50
29.02.2024 18:00;29.02.2024 19:00;65.928,50;45.477,75
29.02.2024 19:00;29.02.2024 20:00;65.091,25;42.602,75
29.02.2024 20:00;29.02.2024 21:00;61.493,50;37.777,25
29.02.2024 21:00;29.02.2024 22:00;57.717,75;33.746,50
29.02.2024 22:00;29.02.2024 23:00;54.620,25;31.175,25
29.02.2024 23:00;01.03.2024 00:00;51.150,25;28.293,50
01.03.2024 00:00;01.03.2024 01:00;48.106,00;25.803,50
01.03.2024 01:00;01.03.2024 02:00;46.802,75;25.355,50
01.03.2024 02:00;01.03.2024 03:00;46.124,75;25.275,75
01.03.2024 03:00;01.03.2024 04:00;46.696,75;26.181,00
01.03.2024 04:00;01.03.2024 05:00;48.208,50;27.754,75
01.03.2024 05:00;01.03.2024 06:00;50.827,50;30.293,00
01.03.2024 06:00;01.03.2024 07:00;57.034,00;36.532,25
01.03.2024 07:00;01.03.2024 08:00;62.123,75;41.496,00
01.03.2024 08:00;01.03.2024 09:00;65.047,00;42.038,75
01.03.2024 09:00;01.03.2024 10:00;65.827,50;40.083,00
01.03.2024 10:00;01.03.2024 11:00;66.267,25;38.735,75
01.03.2024 11:00;01.03.2024 12:00;66.081,75;37.162,25
01.03.2024 12:00;01.03.2024 13:00;65.508,50;36.261,25
01.03.2024 13:00;01.03.2024 14:00;63.843,75;35.928,50
01.03.2024 14:00;01.03.2024 15:00;62.191,75;37.453,75
01.03.2024 15:00;01.03.2024 16:00;61.480,00;41.270,50
01.03.2024 16:00;01.03.2024 17:00;61.365,00;45.995,75
01.03.2024 17:00;01.03.2024 18:00;62.005,75;49.245,25
01.03.2024 18:00;01.03.2024 19:00;63.259,00;49.177,25
01.03.2024 19:00;01.03.2024 20:00;62.280,50;45.965,00
01.03.2024 20:00;01.03.2024 21:00;58.999,50;41.309,00
01.03.2024 21:00;01.03.2024 22:00;55.470,00;37.486,00
01.03.2024 22:00;01.03.2024 23:00;52.342,50;34.757,75
01.03.2024 23:00;02.03.2024 00:00;49.049,50;32.007,50
02.03.2024 00:00;02.03.2024 01:00;45.546,00;28.068,25
02.03.2024 01:00;02.03.2024 02:00;43.806,25;26.014,75
02.03.2024 02:00;02.03.2024 03:00;42.550,75;24.668,50
02.03.2024 03:00;02.03.2024 04:00;42.446,00;24.458,75
02.03.2024 04:00;02.03.2024 05:00;42.626,50;24.502,00
02.03.2024 05:00;02.03.2024 06:00;43.033,25;24.851,50
02.03.2024 06:00;02.03.2024 07:00;44.147,25;26.104,00
02.03.2024 07:00;02.03.2024 08:00;46.456,75;28.747,25
02.03.2024 08:00;02.03.2024 09:00;50.243,00;30.249,50
02.03.2024 09:00;02.03.2024 10:00;53.268,25;29.838,50
02.03.2024 10:00;02.03.2024 11:00;54.411,25;27.955,25
02.03.2024 11:00;02.03.2024 12:00;54.636,25;25.487,00
02.03.2024 12:00;02.03.2024 13:00;53.947,00;23.622,00
02.03.2024 13:00;02.03.2024 14:00;52.637,50;23.246,00
02.03.2024 14:00;02.03.2024 15:00;51.406,00;25.121,50
02.03.2024 15:00;02.03.2024 16:00;50.518,00;29.237,50
02.03.2024 16:00;02.03.2024 17:00;50.820,75;35.214,75
02.03.2024 17:00;02.03.2024 18:00;52.497,25;39.662,25
02.03.2024 18:00;02.03.2024 19:00;54.352,75;39.006,00
02.03.2024 19:00;02.03.2024 20:00;54.078,75;35.196,50
02.03.2024 20:00;02.03.2024 21:00;51.480,75;30.324,25
02.03.2024 21:00;02.03.2024 22:00;48.918,25;26.581,00
02.03.2024 22:00;02.03.2024 23:00;47.339,25;24.810,25
02.03.2024 23:00;03.03.2024 00:00;45.043,50;22.771,25
03.03.2024 00:00;03.03.2024 01:00;41.549,00;18.723,25
03.03.2024 01:00;03.03.2024 02:00;40.021,00;17.959,50
03.03.2024 02:00;03.03.2024 03:00;39.495,00;18.288,75
03.03.2024 03:00;03.03.2024 04:00;39.244,00;18.850,00
03.03.2024 04:00;03.03.2024 05:00;39.369,00;19.628,75
03.03.2024 05:00;03.03.2024 06:00;39.443,25;20.246,75
03.03.2024 06:00;03.03.2024 07:00;39.222,75;20.506,75
03.03.2024 07:00;03.03.2024 08:00;40.523,25;21.027,75
03.03.2024 08:00;03.03.2024 09:00;43.728,75;19.178,00
03.03.2024 09:00;03.03.2024 10:00;47.185,50;16.744,75
03.03.2024 10:00;03.03.2024 11:00;49.142,50;14.334,50
03.03.2024 11:00;03.03.2024 12:00;50.345,25;11.845,75
03.03.2024 12:00;03.03.2024 13:00;49.718,75;9.897,00
03.03.2024 13:00;03.03.2024 14:00;47.573,25;9.244,75
03.03.2024 14:00;03.03.2024 15:00;46.395,50;12.085,00
03.03.2024 15:00;03.03.2024 16:00;45.820,00;17.986,50
03.03.2024 16:00;03.03.2024 17:00;46.138,50;26.669,00
03.03.2024 17:00;03.03.2024 18:00;48.433,50;34.569,25
03.03.2024 18:00;03.03.2024 19:00;51.587,50;37.684,75
03.03.2024 19:00;03.03.2024 20:00;51.673,75;36.896,50
03.03.2024 20:00;03.03.2024 21:00;50.021,75;35.631,00
03.03.2024 21:00;03.03.2024 22:00;48.496,25;35.321,75
03.03.2024 22:00;03.03.2024 23:00;47.188,75;35.490,00
03.03.2024 23:00;04.03.2024 00:00;44.636,00;34.265,50
04.03.2024 00:00;04.03.2024 01:00;43.119,75;32.703,75
04.03.2024 01:00;04.03.2024 02:00;41.812,50;32.067,75
04.03.2024 02:00;04.03.2024 03:00;41.583,00;32.163,25
04.03.2024 03:00;04.03.2024 04:00;42.756,00;33.508,75
04.03.2024 04:00;04.03.2024 05:00;44.691,50;35.680,00
04.03.2024 05:00;04.03.2024 06:00;48.008,25;39.442,00
04.03.2024 06:00;04.03.2024 07:00;54.755,25;46.649,50
04.03.2024 07:00;04.03.2024 08:00;60.520,00;52.182,75
04.03.2024 08:00;04.03.2024 09:00;63.856,00;52.877,00
04.03.2024 09:00;04.03.2024 10:00;65.013,75;50.854,25
04.03.2024 10:00;04.03.2024 11:00;65.792,25;48.706,25
04.03.2024 11:00;04.03.2024 12:00;66.731,25;47.153,50
04.03.2024 12:00;04.03.2024 13:00;66.638,25;45.733,75
04.03.2024 13:00;04.03.2024 14:00;65.505,25;45.166,75
04.03.2024 14:00;04.03.2024 15:00;64.263,00;45.795,00
04.03.2024 15:00;04.03.2024 16:00;63.158,75;47.525,50
04.03.2024 16:00;04.03.2024 17:00;62.891,75;50.732,25
04.03.2024 17:00;04.03.2024 18:00;64.106,25;53.986,25
04.03.2024 18:00;04.03.2024 19:00;64.788,75;53.897,50
04.03.2024 19:00;04.03.2024 20:00;63.868,00;51.786,50
04.03.2024 20:00;04.03.2024 21:00;60.389,50;47.230,25
04.03.2024 21:00;04.03.2024 22:00;56.539,00;42.438,50
04.03.2024 22:00;04.03.2024 23:00;53.488,75;39.033,25
04.03.2024 23:00;05.03.2024 00:00;49.947,75;35.381,75
05.03.2024 00:00;05.03.2024 01:00;46.453,50;33.151,25
05.03.2024 01:00;05.03.2024 02:00;45.066,50;31.790,00
05.03.2024 02:00;05.03.2024 03:00;44.682,00;31.446,25
05.03.2024 03:00;05.03.2024 04:00;45.541,75;32.179,25
05.03.2024 04:00;05.03.2024 05:00;47.067,75;33.341,75
05.03.2024 05:00;05.03.2024 06:00;50.093,00;35.833,50
05.03.2024 06:00;05.03.2024 07:00;56.549,00;41.752,00
05.03.2024 07:00;05.03.2024 08:00;62.380,50;46.544,75
05.03.2024 08:00;05.03.2024 09:00;65.352,00;46.718,00
05.03.2024 09:00;05.03.2024 10:00;66.297,50;44.437,25
05.03.2024 10:00;05.03.2024 11:00;67.023,50;42.589,00
05.03.2024 11:00;05.03.2024 12:00;67.715,00;41.710,25
05.03.2024 12:00;05.03.2024 13:00;67.536,00;41.313,25
05.03.2024 13:00;05.03.2024 14:00;66.586,75;41.277,75
05.03.2024 14:00;05.03.2024 15:00;65.187,25;41.742,50
05.03.2024 15:00;05.03.2024 16:00;63.922,50;43.002,00
05.03.2024 16:00;05.03.2024 17:00;63.591,00;45.663,50
05.03.2024 17:00;05.03.2024 18:00;64.595,00;49.252,75
05.03.2024 18:00;05.03.2024 19:00;65.599,75;51.030,50
05.03.2024 19:00;05.03.2024 20:00;64.958,50;50.541,75
05.03.2024 20:00;05.03.2024 21:00;61.330,00;47.367,25
05.03.2024 21:00;05.03.2024 22:00;57.474,00;44.344,00
05.03.2024 22:00;05.03.2024 23:00;54.297,25;42.340,25
05.03.2024 23:00;06.03.2024 00:00;50.612,25;40.073,75
06.03.2024 00:00;06.03.2024 01:00;47.119,75;37.585,00
06.03.2024 01:00;06.03.2024 02:00;45.606,25;37.200,75
06.03.2024 02:00;06.03.2024 03:00;45.489,00;38.110,25
06.03.2024 03:00;06.03.2024 04:00;45.807,50;39.134,25
06.03.2024 04:00;06.03.2024 05:00;47.312,25;41.111,00
06.03.2024 05:00;06.03.2024 06:00;50.769,75;44.943,75
06.03.2024 06:00;06.03.2024 07:00;57.046,75;51.577,25
06.03.2024 07:00;06.03.2024 08:00;62.804,25;56.739,50
06.03.2024 08:00;06.03.2024 09:00;65.719,75;56.819,75
06.03.2024 09:00;06.03.2024 10:00;66.513,00;53.842,50
06.03.2024 10:00;06.03.2024 11:00;67.217,25;50.923,50
06.03.2024 11:00;06.03.2024 12:00;67.823,00;49.397,25
06.03.2024 12:00;06.03.2024 13:00;67.829,25;49.436,00
06.03.2024 13:00;06.03.2024 14:00;66.869,00;49.836,00
06.03.2024 14:00;06.03.2024 15:00;65.310,75;50.358,75
06.03.2024 15:00;06.03.2024 16:00;63.931,75;52.032,75
06.03.2024 16:00;06.03.2024 17:00;63.492,75;55.210,50
06.03.2024 17:00;06.03.2024 18:00;64.702,75;58.706,25
06.03.2024 18:00;06.03.2024 19:00;65.972,50;59.367,25
06.03.2024 19:00;06.03.2024 20:00;65.314,25;57.174,50
06.03.2024 20:00;06.03.2024 21:00;61.714,75;52.558,75
06.03.2024 21:00;06.03.2024 22:00;57.996,25;48.361,00
06.03.2024 22:00;06.03.2024 23:00;54.857,75;45.184,50
06.03.2024 23:00;07.03.2024 00:00;51.078,00;41.697,00
07.03.2024 00:00;07.03.2024 01:00;47.668,00;38.312,25
07.03.2024 01:00;07.03.2024 02:00;46.094,25;37.190,75
07.03.2024 02:00;07.03.2024 03:00;45.295,00;36.759,50
07.03.2024 03:00;07.03.2024 04:00;45.592,25;37.283,50
07.03.2024 04:00;07.03.2024 05:00;47.018,00;38.660,50
07.03.2024 05:00;07.03.2024 06:00;49.938,75;41.317,50
07.03.2024 06:00;07.03.2024 07:00;56.512,00;47.439,00
07.03.2024 07:00;07.03.2024 08:00;61.993,00;50.887,00
07.03.2024 08:00;07.03.2024 09:00;64.381,00;48.245,50
07.03.2024 09:00;07.03.2024 10:00;65.403,75;43.844,00
07.03.2024 10:00;07.03.2024 11:00;66.033,25;39.174,75
07.03.2024 11:00;07.03.2024 12:00;66.590,25;35.862,75
07.03.2024 12:00;07.03.2024 13:00;66.452,50;34.153,25
07.03.2024 13:00;07.03.2024 14:00;65.544,50;33.732,75
07.03.2024 14:00;07.03.2024 15:00;63.540,00;34.180,50
07.03.2024 15:00;07.03.2024 16:00;62.472,25;37.008,50
07.03.2024 16:00;07.03.2024 17:00;61.902,50;41.572,50
07.03.2024 17:00;07.03.2024 18:00;63.304,50;47.079,75
07.03.2024 18:00;07.03.2024 19:00;65.207,00;47.908,75
07.03.2024 19:00;07.03.2024 20:00;64.794,00;44.539,25
07.03.2024 20:00;07.03.2024 21:00;61.181,75;38.944,00
07.03.2024 21:00;07.03.2024 22:00;57.622,25;34.599,25
07.03.2024 22:00;07.03.2024 23:00;53.991,00;31.202,25
07.03.2024 23:00;08.03.2024 00:00;50.474,50;28.425,50
08.03.2024 00:00;08.03.2024 01:00;48.624,50;28.865,75
08.03.2024 01:00;08.03.2024 02:00;46.680,75;27.486,75
08.03.2024 02:00;08.03.2024 03:00;45.753,75;26.981,50
08.03.2024 03:00;08.03.2024 04:00;46.494,25;27.906,75
08.03.2024 04:00;08.03.2024 05:00;47.753,25;29.019,00
08.03.2024 05:00;08.03.2024 06:00;50.385,00;31.231,75
08.03.2024 06:00;08.03.2024 07:00;56.229,25;36.491,75
08.03.2024 07:00;08.03.2024 08:00;61.620,75;39.047,25
08.03.2024 08:00;08.03.2024 09:00;65.303,75;35.511,75
08.03.2024 09:00;08.03.2024 10:00;65.964,25;28.445,25
08.03.2024 10:00;08.03.2024 11:00;65.833,25;19.682,25
08.03.2024 11:00;08.03.2024 12:00;65.581,50;12.084,50
08.03.2024 12:00;08.03.2024 13:00;64.484,00;7.605,00
08.03.2024 13:00;08.03.2024 14:00;63.325,50;6.892,00
08.03.2024 14:00;08.03.2024 15:00;62.031,25;9.139,25
08.03.2024 15:00;08.03.2024 16:00;62.152,50;15.162,00
08.03.2024 16:00;08.03.2024 17:00;62.075,50;23.722,25
08.03.2024 17:00;08.03.2024 18:00;62.885,00;32.610,50
08.03.2024 18:00;08.03.2024 19:00;64.095,00;33.531,75
08.03.2024 19:00;08.03.2024 20:00;63.498,00;30.450,25
08.03.2024 20:00;08.03.2024 21:00;59.964,25;26.016,00
08.03.2024 21:00;08.03.2024 22:00;56.987,50;23.188,25
08.03.2024 22:00;08.03.2024 23:00;54.121,50;21.527,25
08.03.2024 23:00;09.03.2024 00:00;50.906,00;19.731,75
09.03.2024 00:00;09.03.2024 01:00;45.883,25;16.048,25
09.03.2024 01:00;09.03.2024 02:00;43.912,00;15.396,25
09.03.2024 02:00;09.03.2024 03:00;42.705,50;15.415,75
09.03.2024 03:00;09.03.2024 04:00;42.314,25;15.983,50
09.03.2024 04:00;09.03.2024 05:00;42.437,75;16.486,50
09.03.2024 05:00;09.03.2024 06:00;43.200,75;17.194,75
09.03.2024 06:00;09.03.2024 07:00;44.221,50;17.886,50
09.03.2024 07:00;09.03.2024 08:00;46.525,75;17.988,50
09.03.2024 08:00;09.03.2024 09:00;50.007,50;15.535,00
09.03.2024 09:00;09.03.2024 10:00;52.623,25;11.757,00
09.03.2024 10:00;09.03.2024 11:00;53.905,75;6.942,75
09.03.2024 11:00;09.03.2024 12:00;54.069,25;2.445,00
09.03.2024 12:00;09.03.2024 13:00;53.225,50;-298,75
09.03.2024 13:00;09.03.2024 14:00;51.325,00;-1.003,50
09.03.2024 14:00;09.03.2024 15:00;49.507,00;1.522,75
09.03.2024 15:00;09.03.2024 16:00;48.144,25;7.041,75
09.03.2024 16:00;09.03.2024 17:00;48.646,75;16.776,50
09.03.2024 17:00;09.03.2024 18:00;50.729,25;26.033,25
09.03.2024 18:00;09.03.2024 19:00;52.977,75;28.361,25
09.03.2024 19:00;09.03.2024 20:00;52.978,25;26.227,25
09.03.2024 20:00;09.03.2024 21:00;50.409,00;22.614,00
09.03.2024 21:00;09.03.2024 22:00;48.240,00;20.254,50
09.03.2024 22:00;09.03.2024 23:00;46.784,50;19.336,00
09.03.2024 23:00;10.03.2024 00:00;44.586,25;17.737,00
10.03.2024 00:00;10.03.2024 01:00;41.598,25;13.807,50
10.03.2024 01:00;10.03.2024 02:00;40.493,75;12.723,25
10.03.2024 02:00;10.03.2024 03:00;39.680,00;11.816,00
10.03.2024 03:00;10.03.2024 04:00;39.426,25;11.185,00
10.03.2024 04:00;10.03.2024 05:00;39.343,75;10.290,75
10.03.2024 05:00;10.03.2024 06:00;39.707,50;9.695,25
10.03.2024 06:00;10.03.2024 07:00;39.784,00;8.642,75
10.03.2024 07:00;10.03.2024 08:00;40.859,50;7.220,50
10.03.2024 08:00;10.03.2024 09:00;43.729,00;4.654,50
10.03.2024 09:00;10.03.2024 10:00;47.005,00;3.094,25
10.03.2024 10:00;10.03.2024 11:00;49.107,75;1.263,00
10.03.2024 11:00;10.03.2024 12:00;50.349,50;201,00
10.03.2024 12:00;10.03.2024 13:00;49.922,25;-182,00
10.03.2024 13:00;10.03.2024 14:00;48.101,50;-576,25
10.03.2024 14:00;10.03.2024 15:00;46.790,00;-1.047,50
10.03.2024 15:00;10.03.2024 16:00;46.167,50;3.187,00
10.03.2024 16:00;10.03.2024 17:00;46.870,00;10.631,50
10.03.2024 17:00;10.03.2024 18:00;48.848,75;17.396,75
10.03.2024 18:00;10.03.2024 19:00;52.145,00;21.360,25
10.03.2024 19:00;10.03.2024 20:00;52.326,50;21.159,25
10.03.2024 20:00;10.03.2024 21:00;50.813,75;20.167,25
10.03.2024 21:00;10.03.2024 22:00;49.134,25;19.051,25
10.03.2024 22:00;10.03.2024 23:00;47.867,25;19.122,75
10.03.2024 23:00;11.03.2024 00:00;45.440,50;17.995,25
11.03.2024 00:00;11.03.2024 01:00;43.830,25;14.810,50
11.03.2024 01:00;11.03.2024 02:00;42.179,50;14.001,25
11.03.2024 02:00;11.03.2024 03:00;41.800,00;14.439,25
11.03.2024 03:00;11.03.2024 04:00;42.475,50;15.732,50
11.03.2024 04:00;11.03.2024 05:00;44.524,25;18.082,00
11.03.2024 05:00;11.03.2024 06:00;48.263,50;21.969,00
11.03.2024 06:00;11.03.2024 07:00;55.331,25;28.908,00
11.03.2024 07:00;11.03.2024 08:00;60.912,25;33.050,25
11.03.2024 08:00;11.03.2024 09:00;63.566,25;31.537,25
11.03.2024 09:00;11.03.2024 10:00;64.770,00;27.932,50
11.03.2024 10:00;11.03.2024 11:00;66.037,00;25.148,50
11.03.2024 11:00;11.03.2024 12:00;67.041,00;23.965,00
11.03.2024 12:00;11.03.2024 13:00;66.837,00;23.720,75
11.03.2024 13:00;11.03.2024 14:00;65.925,25;24.469,75
11.03.2024 14:00;11.03.2024 15:00;64.628,50;27.016,25
11.03.2024 15:00;11.03.2024 16:00;63.496,00;31.755,50
11.03.2024 16:00;11.03.2024 17:00;63.021,25;38.670,50
11.03.2024 17:00;11.03.2024 18:00;63.950,50;45.946,75
11.03.2024 18:00;11.03.2024 19:00;64.988,25;49.619,50
11.03.2024 19:00;11.03.2024 20:00;64.177,75;49.236,25
11.03.2024 20:00;11.03.2024 21:00;60.858,75;46.165,75
11.03.2024 21:00;11.03.2024 22:00;57.349,25;43.105,00
11.03.2024 22:00;11.03.2024 23:00;54.293,75;40.672,50
11.03.2024 23:00;12.03.2024 00:00;50.540,00;37.692,00
12.03.2024 00:00;12.03.2024 01:00;46.868,50;37.072,25
12.03.2024 01:00;12.03.2024 02:00;45.147,00;36.278,25
12.03.2024 02:00;12.03.2024 03:00;44.797,00;36.743,75
12.03.2024 03:00;12.03.2024 04:00;45.343,25;37.871,50
12.03.2024 04:00;12.03.2024 05:00;46.813,50;39.736,75
12.03.2024 05:00;12.03.2024 06:00;50.156,25;43.468,50
12.03.2024 06:00;12.03.2024 07:00;56.879,00;50.393,75
12.03.2024 07:00;12.03.2024 08:00;62.330,25;54.277,50
12.03.2024 08:00;12.03.2024 09:00;64.725,25;52.538,50
12.03.2024 09:00;12.03.2024 10:00;65.627,00;49.514,50
12.03.2024 10:00;12.03.2024 11:00;66.886,50;48.362,25
12.03.2024 11:00;12.03.2024 12:00;67.650,25;47.780,00
12.03.2024 12:00;12.03.2024 13:00;67.718,75;47.698,50
12.03.2024 13:00;12.03.2024 14:00;66.986,50;47.836,75
12.03.2024 14:00;12.03.2024 15:00;65.363,00;48.117,25
12.03.2024 15:00;12.03.2024 16:00;64.066,00;50.035,00
12.03.2024 16:00;12.03.2024 17:00;63.247,50;53.343,75
12.03.2024 17:00;12.03.2024 18:00;64.096,00;57.859,75
12.03.2024 18:00;12.03.2024 19:00;65.259,75;60.447,00
12.03.2024 19:00;12.03.2024 20:00;64.553,75;59.670,25
12.03.2024 20:00;12.03.2024 21:00;61.214,50;55.912,75
12.03.2024 21:00;12.03.2024 22:00;57.764,50;52.015,75
12.03.2024 22:00;12.03.2024 23:00;54.525,25;48.229,50
12.03.2024 23:00;13.03.2024 00:00;50.794,25;43.987,00
13.03.2024 00:00;13.03.2024 01:00;46.839,75;38.593,75
13.03.2024 01:00;13.03.2024 02:00;45.306,50;36.702,50
13.03.2024 02:00;13.03.2024 03:00;44.281,50;35.307,75
13.03.2024 03:00;13.03.2024 04:00;44.961,50;35.661,75
13.03.2024 04:00;13.03.2024 05:00;46.569,50;37.024,50
13.03.2024 05:00;13.03.2024 06:00;50.053,00;40.332,00
13.03.2024 06:00;13.03.2024 07:00;56.542,00;46.507,50
13.03.2024 07:00;13.03.2024 08:00;62.007,50;49.991,50
13.03.2024 08:00;13.03.2024 09:00;64.251,50;47.862,75
13.03.2024 09:00;13.03.2024 10:00;65.122,50;44.470,00
13.03.2024 10:00;13.03.2024 11:00;66.253,00;42.653,25
13.03.2024 11:00;13.03.2024 12:00;67.115,75;41.600,00
13.03.2024 12:00;13.03.2024 13:00;66.963,75;40.968,75
13.03.2024 13:00;13.03.2024 14:00;66.078,25;40.669,25
13.03.2024 14:00;13.03.2024 15:00;64.532,75;41.162,25
13.03.2024 15:00;13.03.2024 16:00;63.437,25;43.273,75
13.03.2024 16:00;13.03.2024 17:00;62.793,50;46.318,75
13.03.2024 17:00;13.03.2024 18:00;63.572,25;49.905,00
13.03.2024 18:00;13.03.2024 19:00;64.751,00;51.424,75
13.03.2024 19:00;13.03.2024 20:00;64.163,75;49.692,25
13.03.2024 20:00;13.03.2024 21:00;60.813,00;45.088,50
13.03.2024 21:00;13.03.2024 22:00;57.346,25;40.612,25
13.03.2024 22:00;13.03.2024 23:00;54.113,50;36.859,75
13.03.2024 23:00;14.03.2024 00:00;50.312,00;32.841,00
14.03.2024 00:00;14.03.2024 01:00;46.576,25;30.164,00
14.03.2024 01:00;14.03.2024 02:00;44.829,00;28.522,00
14.03.2024 02:00;14.03.2024 03:00;44.403,25;28.244,75
14.03.2024 03:00;14.03.2024 04:00;45.510,25;29.522,75
14.03.2024 04:00;14.03.2024 05:00;47.186,25;31.297,00
14.03.2024 05:00;14.03.2024 06:00;49.667,00;33.770,25
14.03.2024 06:00;14.03.2024 07:00;55.901,50;39.786,00
14.03.2024 07:00;14.03.2024 08:00;60.662,75;43.038,25
14.03.2024 08:00;14.03.2024 09:00;63.364,75;42.249,50
14.03.2024 09:00;14.03.2024 10:00;64.224,25;38.247,25
14.03.2024 10:00;14.03.2024 11:00;64.723,00;33.556,75
14.03.2024 11:00;14.03.2024 12:00;64.607,00;29.706,75
14.03.2024 12:00;14.03.2024 13:00;63.914,00;27.285,75
14.03.2024 13:00;14.03.2024 14:00;62.805,75;26.368,50
14.03.2024 14:00;14.03.2024 15:00;61.461,25;28.025,75
14.03.2024 15:00;14.03.2024 16:00;60.827,75;33.147,50
14.03.2024 16:00;14.03.2024 17:00;60.495,75;40.049,25
14.03.2024 17:00;14.03.2024 18:00;61.780,25;46.756,00
14.03.2024 18:00;14.03.2024 19:00;63.085,25;47.994,50
14.03.2024 19:00;14.03.2024 20:00;62.898,25;44.467,75
14.03.2024 20:00;14.03.2024 21:00;59.912,50;38.310,25
14.03.2024 21:00;14.03.2024 22:00;56.442,00;32.528,25
14.03.2024 22:00;14.03.2024 23:00;52.831,75;27.791,50
14.03.2024 23:00;15.03.2024 00:00;49.130,75;23.732,00
15.03.2024 00:00;15.03.2024 01:00;47.189,50;22.952,00
15.03.2024 01:00;15.03.2024 02:00;45.929,00;21.362,50
15.03.2024 02:00;15.03.2024 03:00;45.143,50;20.412,75
15.03.2024 03:00;15.03.2024 04:00;45.600,75;20.691,50
15.03.2024 04:00;15.03.2024 05:00;47.015,75;21.763,50
15.03.2024 05:00;15.03.2024 06:00;49.824,00;24.073,75
15.03.2024 06:00;15.03.2024 07:00;55.470,00;29.001,25
15.03.2024 07:00;15.03.2024 08:00;60.119,50;31.202,25
15.03.2024 08:00;15.03.2024 09:00;63.043,00;29.286,75
15.03.2024 09:00;15.03.2024 10:00;63.662,25;24.974,00
15.03.2024 10:00;15.03.2024 11:00;64.298,75;20.771,75
15.03.2024 11:00;15.03.2024 12:00;65.059,75;17.553,50
15.03.2024 12:00;15.03.2024 13:00;64.942,75;16.323,00
15.03.2024 13:00;15.03.2024 14:00;63.615,50;16.689,00
15.03.2024 14:00;15.03.2024 15:00;62.038,00;19.407,50
15.03.2024 15:00;15.03.2024 16:00;61.823,50;25.380,75
